Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204204,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",GRADE SEPARATION OF SR-2006 (DURANT ROAD) OVER CSX S LINE RAILROAD IN RALEIGH.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,BLYTHE CONSTRUCTION INC,920000.0,920000.0,WAKE,06/18/2024,18881899.0,35.8031909,-78.5660852
C204204,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",GRADE SEPARATION OF SR-2006 (DURANT ROAD) OVER CSX S LINE RAILROAD IN RALEIGH.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,BRANCH CIVIL INC,1000000.0,1000000.0,WAKE,06/18/2024,20658500.0,35.8031909,-78.5660852
C204204,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",GRADE SEPARATION OF SR-2006 (DURANT ROAD) OVER CSX S LINE RAILROAD IN RALEIGH.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,S T WOOTEN CORPORATION,1050000.0,1050000.0,WAKE,06/18/2024,21053894.0,35.8031909,-78.5660852
C204204,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",GRADE SEPARATION OF SR-2006 (DURANT ROAD) OVER CSX S LINE RAILROAD IN RALEIGH.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,FSC II LLC DBA FRED SMITH COMPANY,1060000.0,1060000.0,WAKE,06/18/2024,21375850.0,35.8031909,-78.5660852
C204204,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",GRADE SEPARATION OF SR-2006 (DURANT ROAD) OVER CSX S LINE RAILROAD IN RALEIGH.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,CONTI CIVIL LLC,1105000.0,1105000.0,WAKE,06/18/2024,22149442.0,35.8031909,-78.5660852
C204204,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",GRADE SEPARATION OF SR-2006 (DURANT ROAD) OVER CSX S LINE RAILROAD IN RALEIGH.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,CROWDER CONSTRUCTION COMPANY,1141100.0,1141100.0,WAKE,06/18/2024,22822026.0,35.8031909,-78.5660852
C204204,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",GRADE SEPARATION OF SR-2006 (DURANT ROAD) OVER CSX S LINE RAILROAD IN RALEIGH.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,ZACHRY CONSTRUCTION CORPORATION,1000000.0,1000000.0,WAKE,06/18/2024,22964875.0,35.8031909,-78.5660852
C204204,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",GRADE SEPARATION OF SR-2006 (DURANT ROAD) OVER CSX S LINE RAILROAD IN RALEIGH.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,W C ENGLISH INCORPORATED,1245000.0,1245000.0,WAKE,06/18/2024,24907654.0,35.8031909,-78.5660852
C204204,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",GRADE SEPARATION OF SR-2006 (DURANT ROAD) OVER CSX S LINE RAILROAD IN RALEIGH.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,BLYTHE CONSTRUCTION INC,215000.0,215000.0,WAKE,06/18/2024,18881899.0,35.8031909,-78.5660852
C204204,"GRADING, DRAINAGE, PAVING, SIGNALS, AND STRUCTURES.",GRADE SEPARATION OF SR-2006 (DURANT ROAD) OVER CSX S LINE RAILROAD IN RALEIGH.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,BRANCH CIVIL INC,141000.0,141000.0,WAKE,06/18/2024,20658500.0,35.8031909,-78.5660852
