Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,BALFOUR BEATTY INFRASTRUCTURE INC,1798945.0,1798945.0,COLUMBUS,05/16/2023,35978896.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,BARNHILL CONTRACTING CO,1870000.0,1870000.0,COLUMBUS,05/16/2023,37681519.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,ZACHRY CONSTRUCTION CORPORATION,2077948.63,2077948.63,COLUMBUS,05/16/2023,41558972.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,"BMCO CONSTRUCTION, INC.",2004128.46,2004128.46,COLUMBUS,05/16/2023,42086697.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,CONTI CIVIL LLC,2300000.0,2300000.0,COLUMBUS,05/16/2023,46848442.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,THALLE CONSTRUCTION CO INC,2550000.0,2550000.0,COLUMBUS,05/16/2023,51865465.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,BALFOUR BEATTY INFRASTRUCTURE INC,800000.0,800000.0,COLUMBUS,05/16/2023,35978896.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,BARNHILL CONTRACTING CO,1500000.0,1500000.0,COLUMBUS,05/16/2023,37681519.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,ZACHRY CONSTRUCTION CORPORATION,956155.76,956155.76,COLUMBUS,05/16/2023,41558972.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,"BMCO CONSTRUCTION, INC.",1400000.0,1400000.0,COLUMBUS,05/16/2023,42086697.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,CONTI CIVIL LLC,1250000.0,1250000.0,COLUMBUS,05/16/2023,46848442.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,THALLE CONSTRUCTION CO INC,250000.0,250000.0,COLUMBUS,05/16/2023,51865465.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,3,0001000000-E,ROADWAY ITEMS,CLEARING & GRUBBING,,39.0,LS,BALFOUR BEATTY INFRASTRUCTURE INC,3414000.0,3414000.0,COLUMBUS,05/16/2023,35978896.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,3,0001000000-E,ROADWAY ITEMS,CLEARING & GRUBBING,,39.0,LS,BARNHILL CONTRACTING CO,3581125.0,3581125.0,COLUMBUS,05/16/2023,37681519.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,3,0001000000-E,ROADWAY ITEMS,CLEARING & GRUBBING,,39.0,LS,ZACHRY CONSTRUCTION CORPORATION,2169679.45,2169679.45,COLUMBUS,05/16/2023,41558972.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,3,0001000000-E,ROADWAY ITEMS,CLEARING & GRUBBING,,39.0,LS,"BMCO CONSTRUCTION, INC.",4000000.0,4000000.0,COLUMBUS,05/16/2023,42086697.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,3,0001000000-E,ROADWAY ITEMS,CLEARING & GRUBBING,,39.0,LS,CONTI CIVIL LLC,3456981.7,3456981.7,COLUMBUS,05/16/2023,46848442.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,3,0001000000-E,ROADWAY ITEMS,CLEARING & GRUBBING,,39.0,LS,THALLE CONSTRUCTION CO INC,1535600.0,1535600.0,COLUMBUS,05/16/2023,51865465.0,34.2548658,-78.74762079999999
C204570,"GRADING, DRAINAGE, PAVING, AND STRUCTURES.",NC-87 AT NC-11 CONSTRUCT INTERCHANGE.,4,0008000000-E,ROADWAY ITEMS,SUPP CLEARING & GRUBBING,,3.0,ACR,BALFOUR BEATTY INFRASTRUCTURE INC,11000.0,33000.0,COLUMBUS,05/16/2023,35978896.0,34.2548658,-78.74762079999999
