Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,BLYTHE CONSTRUCTION INC,627000.0,627000.0,"Davidson, Randolph",04/19/2022,13384387.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,578186.71,578186.71,"Davidson, Randolph",04/19/2022,13664759.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,APAC ATLANTIC INC THOMPSON ARTHUR DIVISION,685000.0,685000.0,"Davidson, Randolph",04/19/2022,13888608.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,LYNCHES RIVER CONTRACTING INC,761765.0,761765.0,"Davidson, Randolph",04/19/2022,16699996.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,J T RUSSELL & SONS INC,870000.0,870000.0,"Davidson, Randolph",04/19/2022,17567269.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,2,1245000000-E ,ROADWAY ITEMS,SHOULDER RECONSTRUCTION, ,31.96,SMI ,BLYTHE CONSTRUCTION INC,2400.0,76704.0,"Davidson, Randolph",04/19/2022,13384387.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,2,1245000000-E ,ROADWAY ITEMS,SHOULDER RECONSTRUCTION, ,31.96,SMI ,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,2178.37,69620.71,"Davidson, Randolph",04/19/2022,13664759.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,2,1245000000-E ,ROADWAY ITEMS,SHOULDER RECONSTRUCTION, ,31.96,SMI ,APAC ATLANTIC INC THOMPSON ARTHUR DIVISION,3450.0,110262.0,"Davidson, Randolph",04/19/2022,13888608.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,2,1245000000-E ,ROADWAY ITEMS,SHOULDER RECONSTRUCTION, ,31.96,SMI ,LYNCHES RIVER CONTRACTING INC,2200.0,70312.0,"Davidson, Randolph",04/19/2022,16699996.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,2,1245000000-E ,ROADWAY ITEMS,SHOULDER RECONSTRUCTION, ,31.96,SMI ,J T RUSSELL & SONS INC,4500.0,143820.0,"Davidson, Randolph",04/19/2022,17567269.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,3,1260000000-E ,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW, ,4475.0,TON ,BLYTHE CONSTRUCTION INC,20.0,89500.0,"Davidson, Randolph",04/19/2022,13384387.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,3,1260000000-E ,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW, ,4475.0,TON ,VECELLIO & GROGAN INC DBA SHARPE BROTHERS,22.0,98450.0,"Davidson, Randolph",04/19/2022,13664759.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,3,1260000000-E ,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW, ,4475.0,TON ,APAC ATLANTIC INC THOMPSON ARTHUR DIVISION,11.5,51462.5,"Davidson, Randolph",04/19/2022,13888608.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,3,1260000000-E ,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW, ,4475.0,TON ,LYNCHES RIVER CONTRACTING INC,7.0,31325.0,"Davidson, Randolph",04/19/2022,16699996.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,3,1260000000-E ,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW, ,4475.0,TON ,J T RUSSELL & SONS INC,32.0,143200.0,"Davidson, Randolph",04/19/2022,17567269.0,35.7599005,-80.0085904
C204703        ,PAVEMENT REHABILITATION AND BRIDGE REHABILITIATION.,I-85 FROM NC-109 IN THOMASVILLE TO SR-1009 (SOUTH MAIN STREET) IN ARCHDALE.,4,1297000000-E ,ROADWAY ITEMS,"MILL ASP PVMT *****"" DTH","(2"") ",539224.0,SY  ,BLYTHE CONSTRUCTION INC,1.1,593146.4,"Davidson, Randolph",04/19/2022,13384387.0,35.7599005,-80.0085904
