Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,AMERICAN CONTRACTING & SERVICES INC,700000.0,700000.0,"WAKE, DURHAM",08/15/2023,6707522.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,AMERICAN CIVIL CONSTRUCTORS WEST COAST LLC,700000.0,700000.0,"WAKE, DURHAM",08/15/2023,7000000.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,CROWDER CONSTRUCTION COMPANY,399740.0,399740.0,"WAKE, DURHAM",08/15/2023,7994835.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,SOUTHERN ROAD & BRIDGE LLC,750000.0,750000.0,"WAKE, DURHAM",08/15/2023,8346775.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,MOUNTAIN CREEK CONTRACTORS INC,498000.0,498000.0,"WAKE, DURHAM",08/15/2023,9973436.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",2,0000820000-N,ROADWAY ITEMS,GENERIC MISCELLANEOUS ITEM (DAY),RAILROAD CONTRACTOR PROTECTIVE SERVICES,15.0,DAY,AMERICAN CONTRACTING & SERVICES INC,2500.0,37500.0,"WAKE, DURHAM",08/15/2023,6707522.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",2,0000820000-N,ROADWAY ITEMS,GENERIC MISCELLANEOUS ITEM (DAY),RAILROAD CONTRACTOR PROTECTIVE SERVICES,15.0,DAY,AMERICAN CIVIL CONSTRUCTORS WEST COAST LLC,1500.0,22500.0,"WAKE, DURHAM",08/15/2023,7000000.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",2,0000820000-N,ROADWAY ITEMS,GENERIC MISCELLANEOUS ITEM (DAY),RAILROAD CONTRACTOR PROTECTIVE SERVICES,15.0,DAY,CROWDER CONSTRUCTION COMPANY,2000.0,30000.0,"WAKE, DURHAM",08/15/2023,7994835.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",2,0000820000-N,ROADWAY ITEMS,GENERIC MISCELLANEOUS ITEM (DAY),RAILROAD CONTRACTOR PROTECTIVE SERVICES,15.0,DAY,SOUTHERN ROAD & BRIDGE LLC,2100.0,31500.0,"WAKE, DURHAM",08/15/2023,8346775.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",2,0000820000-N,ROADWAY ITEMS,GENERIC MISCELLANEOUS ITEM (DAY),RAILROAD CONTRACTOR PROTECTIVE SERVICES,15.0,DAY,MOUNTAIN CREEK CONTRACTORS INC,1500.0,22500.0,"WAKE, DURHAM",08/15/2023,9973436.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",3,1330000000-E,ROADWAY ITEMS,INCIDENTAL MILLING,,6516.6,SY,AMERICAN CONTRACTING & SERVICES INC,11.8,76895.88,"WAKE, DURHAM",08/15/2023,6707522.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",3,1330000000-E,ROADWAY ITEMS,INCIDENTAL MILLING,,6516.6,SY,AMERICAN CIVIL CONSTRUCTORS WEST COAST LLC,5.3,34537.98,"WAKE, DURHAM",08/15/2023,7000000.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",3,1330000000-E,ROADWAY ITEMS,INCIDENTAL MILLING,,6516.6,SY,CROWDER CONSTRUCTION COMPANY,6.64,43270.22,"WAKE, DURHAM",08/15/2023,7994835.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",3,1330000000-E,ROADWAY ITEMS,INCIDENTAL MILLING,,6516.6,SY,SOUTHERN ROAD & BRIDGE LLC,14.0,91232.4,"WAKE, DURHAM",08/15/2023,8346775.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",3,1330000000-E,ROADWAY ITEMS,INCIDENTAL MILLING,,6516.6,SY,MOUNTAIN CREEK CONTRACTORS INC,12.25,79828.35,"WAKE, DURHAM",08/15/2023,9973436.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",4,1519000000-E,ROADWAY ITEMS,ASP CONC SURF CRS S9.5B,,550.0,TON,AMERICAN CONTRACTING & SERVICES INC,230.0,126500.0,"WAKE, DURHAM",08/15/2023,6707522.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",4,1519000000-E,ROADWAY ITEMS,ASP CONC SURF CRS S9.5B,,550.0,TON,AMERICAN CIVIL CONSTRUCTORS WEST COAST LLC,200.0,110000.0,"WAKE, DURHAM",08/15/2023,7000000.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",4,1519000000-E,ROADWAY ITEMS,ASP CONC SURF CRS S9.5B,,550.0,TON,CROWDER CONSTRUCTION COMPANY,200.0,110000.0,"WAKE, DURHAM",08/15/2023,7994835.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",4,1519000000-E,ROADWAY ITEMS,ASP CONC SURF CRS S9.5B,,550.0,TON,SOUTHERN ROAD & BRIDGE LLC,350.0,192500.0,"WAKE, DURHAM",08/15/2023,8346775.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",4,1519000000-E,ROADWAY ITEMS,ASP CONC SURF CRS S9.5B,,550.0,TON,MOUNTAIN CREEK CONTRACTORS INC,208.0,114400.0,"WAKE, DURHAM",08/15/2023,9973436.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",5,1575000000-E,ROADWAY ITEMS,ASP FOR PLANT MIX,,45.0,TON,AMERICAN CONTRACTING & SERVICES INC,810.0,36450.0,"WAKE, DURHAM",08/15/2023,6707522.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",5,1575000000-E,ROADWAY ITEMS,ASP FOR PLANT MIX,,45.0,TON,AMERICAN CIVIL CONSTRUCTORS WEST COAST LLC,180.0,8100.0,"WAKE, DURHAM",08/15/2023,7000000.0,35.9257812,-78.72482
C204462,BRIDGE PRESERVATION.,"BRGS #306 OVER I-40 ON SR-1118, #39 OVER CRABTREE CRK ON SR-2517, AND #83 OVER US-1 & #84 OVER RICHLAND CRK ON NC-98.",5,1575000000-E,ROADWAY ITEMS,ASP FOR PLANT MIX,,45.0,TON,CROWDER CONSTRUCTION COMPANY,180.0,8100.0,"WAKE, DURHAM",08/15/2023,7994835.0,35.9257812,-78.72482
