Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204847,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF US-64 AND 45 SECTIONS OF SECONDARY ROADS.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,MAYMEAD INC,210000.0,210000.0,IREDELL,02/21/2023,5998683.0,35.8310501,-80.89865019999999
C204847,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF US-64 AND 45 SECTIONS OF SECONDARY ROADS.,2,1220000000-E,ROADWAY ITEMS,INCIDENTAL STONE BASE,,1706.0,TON,MAYMEAD INC,40.0,68240.0,IREDELL,02/21/2023,5998683.0,35.8310501,-80.89865019999999
C204847,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF US-64 AND 45 SECTIONS OF SECONDARY ROADS.,3,1245000000-E,ROADWAY ITEMS,SHOULDER RECONSTRUCTION,,59.48,SMI,MAYMEAD INC,2200.0,130856.0,IREDELL,02/21/2023,5998683.0,35.8310501,-80.89865019999999
C204847,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF US-64 AND 45 SECTIONS OF SECONDARY ROADS.,4,1260000000-E,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW,,9778.0,TON,MAYMEAD INC,24.0,234672.0,IREDELL,02/21/2023,5998683.0,35.8310501,-80.89865019999999
C204847,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF US-64 AND 45 SECTIONS OF SECONDARY ROADS.,5,1297000000-E,ROADWAY ITEMS,"MILL ASP PVMT *****"" DTH","(1"")",26895.0,SY,MAYMEAD INC,5.0,134475.0,IREDELL,02/21/2023,5998683.0,35.8310501,-80.89865019999999
C204847,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF US-64 AND 45 SECTIONS OF SECONDARY ROADS.,6,1297000000-E,ROADWAY ITEMS,"MILL ASP PVMT *****"" DTH","(1-1/2"")",62935.0,SY,MAYMEAD INC,2.28,143491.8,IREDELL,02/21/2023,5998683.0,35.8310501,-80.89865019999999
C204847,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF US-64 AND 45 SECTIONS OF SECONDARY ROADS.,7,1308000000-E,ROADWAY ITEMS,MILLN ASPHALT PVMT ***** - *****,"(0"" TO 1"")",1300.0,SY,MAYMEAD INC,14.21,18473.0,IREDELL,02/21/2023,5998683.0,35.8310501,-80.89865019999999
C204847,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF US-64 AND 45 SECTIONS OF SECONDARY ROADS.,8,1308000000-E,ROADWAY ITEMS,MILLN ASPHALT PVMT ***** - *****,"(0"" TO 1-1/2"")",1800.0,SY,MAYMEAD INC,10.92,19656.0,IREDELL,02/21/2023,5998683.0,35.8310501,-80.89865019999999
C204847,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF US-64 AND 45 SECTIONS OF SECONDARY ROADS.,9,1330000000-E,ROADWAY ITEMS,INCIDENTAL MILLING,,1365.0,SY,MAYMEAD INC,23.27,31763.55,IREDELL,02/21/2023,5998683.0,35.8310501,-80.89865019999999
C204847,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",1 SECTION OF US-64 AND 45 SECTIONS OF SECONDARY ROADS.,10,1519000000-E,ROADWAY ITEMS,ASP CONC SURF CRS S9.5B,,8147.0,TON,MAYMEAD INC,56.5,460305.5,IREDELL,02/21/2023,5998683.0,35.8310501,-80.89865019999999
