Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,FSC II LLC DBA FRED SMITH COMPANY,180000.0,180000.0,NASH,11/15/2022,3724693.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,SANFORD CONTRACTORS INC,206400.0,206400.0,NASH,11/15/2022,4128000.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,CONTI CIVIL LLC,220000.0,220000.0,NASH,11/15/2022,4411442.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,S T WOOTEN CORPORATION,222500.0,222500.0,NASH,11/15/2022,4459350.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,W C ENGLISH INCORPORATED,232000.0,232000.0,NASH,11/15/2022,4641393.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,DANE CONSTRUCTION INC,239000.0,239000.0,NASH,11/15/2022,4794833.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,REEVES CONSTRUCTION COMPANY,250000.0,250000.0,NASH,11/15/2022,5028139.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,FSC II LLC DBA FRED SMITH COMPANY,25000.0,25000.0,NASH,11/15/2022,3724693.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,SANFORD CONTRACTORS INC,35000.0,35000.0,NASH,11/15/2022,4128000.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,CONTI CIVIL LLC,80000.0,80000.0,NASH,11/15/2022,4411442.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,S T WOOTEN CORPORATION,37500.0,37500.0,NASH,11/15/2022,4459350.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,W C ENGLISH INCORPORATED,78000.0,78000.0,NASH,11/15/2022,4641393.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,DANE CONSTRUCTION INC,14000.0,14000.0,NASH,11/15/2022,4794833.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,REEVES CONSTRUCTION COMPANY,35000.0,35000.0,NASH,11/15/2022,5028139.0,35.9597948,-77.973865
C204478,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #29 OVER THE TAR RIVER ON US-64 ALTERNATE.,3,0028000000-N,ROADWAY ITEMS,TYPE I STANDARD APPR **********,(16+98.00 -L-),1.0,LS,FSC II LLC DBA FRED SMITH COMPANY,31000.0,31000.0,NASH,11/15/2022,3724693.0,35.9597948,-77.973865
