Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204684,"GRADING, DRAINAGE, PAVING, AND STRUCTURE., GRADING, DRAINAGE, PAVING, AND STRUCTURES.",BRIDGES #155 AND 158 OVER RICHLAND CREEK ON US-23/74 AND BRIDGE #168 OVER US-19 AND US-23 ON US-23/74.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,ZACHRY CONSTRUCTION CORPORATION,2129000.0,2129000.0,HAYWOOD,12/19/2023,42584674.0,35.624394,-82.99316069999999
C204684,"GRADING, DRAINAGE, PAVING, AND STRUCTURE., GRADING, DRAINAGE, PAVING, AND STRUCTURES.",BRIDGES #155 AND 158 OVER RICHLAND CREEK ON US-23/74 AND BRIDGE #168 OVER US-19 AND US-23 ON US-23/74.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,WRIGHT BROTHERS CONSTRUCTION COMPANY INC,1750000.0,1750000.0,HAYWOOD,12/19/2023,42664812.0,35.624394,-82.99316069999999
C204684,"GRADING, DRAINAGE, PAVING, AND STRUCTURE., GRADING, DRAINAGE, PAVING, AND STRUCTURES.",BRIDGES #155 AND 158 OVER RICHLAND CREEK ON US-23/74 AND BRIDGE #168 OVER US-19 AND US-23 ON US-23/74.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,CROWDER CONSTRUCTION COMPANY,2456130.0,2456130.0,HAYWOOD,12/19/2023,49122666.0,35.624394,-82.99316069999999
C204684,"GRADING, DRAINAGE, PAVING, AND STRUCTURE., GRADING, DRAINAGE, PAVING, AND STRUCTURES.",BRIDGES #155 AND 158 OVER RICHLAND CREEK ON US-23/74 AND BRIDGE #168 OVER US-19 AND US-23 ON US-23/74.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,WEBBER LLC,2583600.0,2583600.0,HAYWOOD,12/19/2023,52153257.0,35.624394,-82.99316069999999
C204684,"GRADING, DRAINAGE, PAVING, AND STRUCTURE., GRADING, DRAINAGE, PAVING, AND STRUCTURES.",BRIDGES #155 AND 158 OVER RICHLAND CREEK ON US-23/74 AND BRIDGE #168 OVER US-19 AND US-23 ON US-23/74.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,ZACHRY CONSTRUCTION CORPORATION,547481.67,547481.67,HAYWOOD,12/19/2023,42584674.0,35.624394,-82.99316069999999
C204684,"GRADING, DRAINAGE, PAVING, AND STRUCTURE., GRADING, DRAINAGE, PAVING, AND STRUCTURES.",BRIDGES #155 AND 158 OVER RICHLAND CREEK ON US-23/74 AND BRIDGE #168 OVER US-19 AND US-23 ON US-23/74.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,WRIGHT BROTHERS CONSTRUCTION COMPANY INC,268000.0,268000.0,HAYWOOD,12/19/2023,42664812.0,35.624394,-82.99316069999999
C204684,"GRADING, DRAINAGE, PAVING, AND STRUCTURE., GRADING, DRAINAGE, PAVING, AND STRUCTURES.",BRIDGES #155 AND 158 OVER RICHLAND CREEK ON US-23/74 AND BRIDGE #168 OVER US-19 AND US-23 ON US-23/74.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,CROWDER CONSTRUCTION COMPANY,150000.0,150000.0,HAYWOOD,12/19/2023,49122666.0,35.624394,-82.99316069999999
C204684,"GRADING, DRAINAGE, PAVING, AND STRUCTURE., GRADING, DRAINAGE, PAVING, AND STRUCTURES.",BRIDGES #155 AND 158 OVER RICHLAND CREEK ON US-23/74 AND BRIDGE #168 OVER US-19 AND US-23 ON US-23/74.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,WEBBER LLC,2000000.0,2000000.0,HAYWOOD,12/19/2023,52153257.0,35.624394,-82.99316069999999
C204684,"GRADING, DRAINAGE, PAVING, AND STRUCTURE., GRADING, DRAINAGE, PAVING, AND STRUCTURES.",BRIDGES #155 AND 158 OVER RICHLAND CREEK ON US-23/74 AND BRIDGE #168 OVER US-19 AND US-23 ON US-23/74.,3,0050000000-E,ROADWAY ITEMS,SUPP CLEARING & GRUBBING,,2.0,ACR,ZACHRY CONSTRUCTION CORPORATION,13500.0,27000.0,HAYWOOD,12/19/2023,42584674.0,35.624394,-82.99316069999999
C204684,"GRADING, DRAINAGE, PAVING, AND STRUCTURE., GRADING, DRAINAGE, PAVING, AND STRUCTURES.",BRIDGES #155 AND 158 OVER RICHLAND CREEK ON US-23/74 AND BRIDGE #168 OVER US-19 AND US-23 ON US-23/74.,3,0050000000-E,ROADWAY ITEMS,SUPP CLEARING & GRUBBING,,2.0,ACR,WRIGHT BROTHERS CONSTRUCTION COMPANY INC,28200.0,56400.0,HAYWOOD,12/19/2023,42664812.0,35.624394,-82.99316069999999
