Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204769,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #61 OVER HOGAN'S CREEK ON NC-86.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,"SMITH-ROWE, LLC",327000.0,327000.0,CASWELL,01/17/2023,6541813.0,36.3860217,-79.29021329999999
C204769,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #61 OVER HOGAN'S CREEK ON NC-86.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,DELLINGER INC,350000.0,350000.0,CASWELL,01/17/2023,7141931.0,36.3860217,-79.29021329999999
C204769,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #61 OVER HOGAN'S CREEK ON NC-86.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,W C ENGLISH INCORPORATED,363000.0,363000.0,CASWELL,01/17/2023,7260017.0,36.3860217,-79.29021329999999
C204769,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #61 OVER HOGAN'S CREEK ON NC-86.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,DANE CONSTRUCTION INC,365840.0,365840.0,CASWELL,01/17/2023,7316805.0,36.3860217,-79.29021329999999
C204769,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #61 OVER HOGAN'S CREEK ON NC-86.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,CONTI CIVIL LLC,390000.0,390000.0,CASWELL,01/17/2023,7661442.0,36.3860217,-79.29021329999999
C204769,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #61 OVER HOGAN'S CREEK ON NC-86.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,ZACHRY CONSTRUCTION CORPORATION,401948.38,401948.38,CASWELL,01/17/2023,8794008.0,36.3860217,-79.29021329999999
C204769,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #61 OVER HOGAN'S CREEK ON NC-86.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,CATON CONSTRUCTION GROUP INC,448000.0,448000.0,CASWELL,01/17/2023,8985934.0,36.3860217,-79.29021329999999
C204769,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #61 OVER HOGAN'S CREEK ON NC-86.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,"SMITH-ROWE, LLC",62500.0,62500.0,CASWELL,01/17/2023,6541813.0,36.3860217,-79.29021329999999
C204769,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #61 OVER HOGAN'S CREEK ON NC-86.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,DELLINGER INC,60000.0,60000.0,CASWELL,01/17/2023,7141931.0,36.3860217,-79.29021329999999
C204769,"GRADING, DRAINAGE, PAVING, AND STRUCTURE.",BRIDGE #61 OVER HOGAN'S CREEK ON NC-86.,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,W C ENGLISH INCORPORATED,78000.0,78000.0,CASWELL,01/17/2023,7260017.0,36.3860217,-79.29021329999999
