Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204951,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",6 NON-SYSTEM ROADS.,1,0000100000-N,ROADWAY ITEMS - NPAR (USAG FORT BRAGG),MOBILIZATION,,1.0,LS,FSC II LLC DBA FRED SMITH COMPANY,600000.0,600000.0,"HOKE, CUMBERLAND",06/18/2024,11961000.0,34.9987546,-78.99636784999998
C204951,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",6 NON-SYSTEM ROADS.,1,0000100000-N,ROADWAY ITEMS - NPAR (USAG FORT BRAGG),MOBILIZATION,,1.0,LS,BARNHILL CONTRACTING CO,620000.0,620000.0,"HOKE, CUMBERLAND",06/18/2024,12403158.0,34.9987546,-78.99636784999998
C204951,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",6 NON-SYSTEM ROADS.,1,0000100000-N,ROADWAY ITEMS - NPAR (USAG FORT BRAGG),MOBILIZATION,,1.0,LS,HIGHLAND PAVING CO LLC,659000.0,659000.0,"HOKE, CUMBERLAND",06/18/2024,13180011.0,34.9987546,-78.99636784999998
C204951,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",6 NON-SYSTEM ROADS.,2,0000400000-N,ROADWAY ITEMS - NPAR (USAG FORT BRAGG),CONSTRUCTION SURVEYING,,1.0,LS,FSC II LLC DBA FRED SMITH COMPANY,50000.0,50000.0,"HOKE, CUMBERLAND",06/18/2024,11961000.0,34.9987546,-78.99636784999998
C204951,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",6 NON-SYSTEM ROADS.,2,0000400000-N,ROADWAY ITEMS - NPAR (USAG FORT BRAGG),CONSTRUCTION SURVEYING,,1.0,LS,BARNHILL CONTRACTING CO,19000.0,19000.0,"HOKE, CUMBERLAND",06/18/2024,12403158.0,34.9987546,-78.99636784999998
C204951,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",6 NON-SYSTEM ROADS.,2,0000400000-N,ROADWAY ITEMS - NPAR (USAG FORT BRAGG),CONSTRUCTION SURVEYING,,1.0,LS,HIGHLAND PAVING CO LLC,10000.0,10000.0,"HOKE, CUMBERLAND",06/18/2024,13180011.0,34.9987546,-78.99636784999998
C204951,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",6 NON-SYSTEM ROADS.,3,0043000000-N,ROADWAY ITEMS - NPAR (USAG FORT BRAGG),GRADING (226),,1.0,LS,FSC II LLC DBA FRED SMITH COMPANY,150000.0,150000.0,"HOKE, CUMBERLAND",06/18/2024,11961000.0,34.9987546,-78.99636784999998
C204951,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",6 NON-SYSTEM ROADS.,3,0043000000-N,ROADWAY ITEMS - NPAR (USAG FORT BRAGG),GRADING (226),,1.0,LS,BARNHILL CONTRACTING CO,167000.0,167000.0,"HOKE, CUMBERLAND",06/18/2024,12403158.0,34.9987546,-78.99636784999998
C204951,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",6 NON-SYSTEM ROADS.,3,0043000000-N,ROADWAY ITEMS - NPAR (USAG FORT BRAGG),GRADING (226),,1.0,LS,HIGHLAND PAVING CO LLC,431570.0,431570.0,"HOKE, CUMBERLAND",06/18/2024,13180011.0,34.9987546,-78.99636784999998
C204951,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.",6 NON-SYSTEM ROADS.,4,0134000000-E,ROADWAY ITEMS - NPAR (USAG FORT BRAGG),DRAINAGE DITCH EXCAVATION,,20.0,CY,FSC II LLC DBA FRED SMITH COMPANY,210.0,4200.0,"HOKE, CUMBERLAND",06/18/2024,11961000.0,34.9987546,-78.99636784999998
