Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,HUDSON PAVING INC,91900.0,91900.0,"SCOTLAND, HOKE",01/17/2023,1838392.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,BARNHILL CONTRACTING CO,99000.0,99000.0,"SCOTLAND, HOKE",01/17/2023,1980752.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",2,1245000000-E,ROADWAY ITEMS,SHOULDER RECONSTRUCTION,,20.8,SMI,HUDSON PAVING INC,2000.0,41600.0,"SCOTLAND, HOKE",01/17/2023,1838392.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",2,1245000000-E,ROADWAY ITEMS,SHOULDER RECONSTRUCTION,,20.8,SMI,BARNHILL CONTRACTING CO,1850.0,38480.0,"SCOTLAND, HOKE",01/17/2023,1980752.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",3,1260000000-E,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW,,2914.0,TON,HUDSON PAVING INC,25.0,72850.0,"SCOTLAND, HOKE",01/17/2023,1838392.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",3,1260000000-E,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW,,2914.0,TON,BARNHILL CONTRACTING CO,18.75,54637.5,"SCOTLAND, HOKE",01/17/2023,1980752.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",4,1297000000-E,ROADWAY ITEMS,"MILL ASP PVMT *****"" DTH","(1-1/2"")",3688.0,SY,HUDSON PAVING INC,8.65,31901.2,"SCOTLAND, HOKE",01/17/2023,1838392.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",4,1297000000-E,ROADWAY ITEMS,"MILL ASP PVMT *****"" DTH","(1-1/2"")",3688.0,SY,BARNHILL CONTRACTING CO,8.75,32270.0,"SCOTLAND, HOKE",01/17/2023,1980752.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",5,1330000000-E,ROADWAY ITEMS,INCIDENTAL MILLING,,5515.0,SY,HUDSON PAVING INC,8.65,47704.75,"SCOTLAND, HOKE",01/17/2023,1838392.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",5,1330000000-E,ROADWAY ITEMS,INCIDENTAL MILLING,,5515.0,SY,BARNHILL CONTRACTING CO,13.5,74452.5,"SCOTLAND, HOKE",01/17/2023,1980752.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",6,1519000000-E,ROADWAY ITEMS,ASP CONC SURF CRS S9.5B,,13460.0,TON,HUDSON PAVING INC,101.35,1364171.0,"SCOTLAND, HOKE",01/17/2023,1838392.0,34.94418455,-79.3577517
C204826,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.","1 SECTION OF US-501, AND 3 SECTIONS OF SECONDARY ROADS.",6,1519000000-E,ROADWAY ITEMS,ASP CONC SURF CRS S9.5B,,13460.0,TON,BARNHILL CONTRACTING CO,70.0,942200.0,"SCOTLAND, HOKE",01/17/2023,1980752.0,34.94418455,-79.3577517
