Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,BLYTHE CONSTRUCTION INC,225000.0,225000.0,Wake,03/15/2022,3499566.0,35.8031909,-78.5660852
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,FSC II LLC DBA FRED SMITH COMPANY,190000.0,190000.0,Wake,03/15/2022,3830458.0,35.8031909,-78.5660852
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,S T WOOTEN CORPORATION,195000.0,195000.0,Wake,03/15/2022,3942470.0,35.8031909,-78.5660852
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,2,0106000000-E ,ROADWAY ITEMS,BORROW EXCAVATION, ,81.0,CY  ,BLYTHE CONSTRUCTION INC,45.0,3645.0,Wake,03/15/2022,3499566.0,35.8031909,-78.5660852
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,2,0106000000-E ,ROADWAY ITEMS,BORROW EXCAVATION, ,81.0,CY  ,FSC II LLC DBA FRED SMITH COMPANY,45.0,3645.0,Wake,03/15/2022,3830458.0,35.8031909,-78.5660852
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,2,0106000000-E ,ROADWAY ITEMS,BORROW EXCAVATION, ,81.0,CY  ,S T WOOTEN CORPORATION,140.0,11340.0,Wake,03/15/2022,3942470.0,35.8031909,-78.5660852
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,3,0264000000-E ,ROADWAY ITEMS,GENERIC GRADING ITEM (SMI),SHOULDER GRADING ,4.56,SMI ,BLYTHE CONSTRUCTION INC,4500.0,20520.0,Wake,03/15/2022,3499566.0,35.8031909,-78.5660852
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,3,0264000000-E ,ROADWAY ITEMS,GENERIC GRADING ITEM (SMI),SHOULDER GRADING ,4.56,SMI ,FSC II LLC DBA FRED SMITH COMPANY,6400.0,29184.0,Wake,03/15/2022,3830458.0,35.8031909,-78.5660852
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,3,0264000000-E ,ROADWAY ITEMS,GENERIC GRADING ITEM (SMI),SHOULDER GRADING ,4.56,SMI ,S T WOOTEN CORPORATION,7125.0,32490.0,Wake,03/15/2022,3942470.0,35.8031909,-78.5660852
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,4,1220000000-E ,ROADWAY ITEMS,INCIDENTAL STONE BASE, ,102.0,TON ,BLYTHE CONSTRUCTION INC,90.0,9180.0,Wake,03/15/2022,3499566.0,35.8031909,-78.5660852
C204706        ,"MILLING, RESURFACING, AND SHOULDER GRADING.",3 SECTIONS OF SECONDARY ROADS. ,4,1220000000-E ,ROADWAY ITEMS,INCIDENTAL STONE BASE, ,102.0,TON ,FSC II LLC DBA FRED SMITH COMPANY,80.0,8160.0,Wake,03/15/2022,3830458.0,35.8031909,-78.5660852
