Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204820,PAVEMENT REHABILITATION.,US-64 (FUTURE I-87) FROM SR-1306 (SOUTH OLD FRANKLIN RD) TO SR-1603 (OLD CARRIAGE RD).,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,S T WOOTEN CORPORATION,715000.0,715000.0,NASH,07/18/2023,14361480.0,35.9597948,-77.973865
C204820,PAVEMENT REHABILITATION.,US-64 (FUTURE I-87) FROM SR-1306 (SOUTH OLD FRANKLIN RD) TO SR-1603 (OLD CARRIAGE RD).,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,BARNHILL CONTRACTING CO,837450.0,837450.0,NASH,07/18/2023,16749218.0,35.9597948,-77.973865
C204820,PAVEMENT REHABILITATION.,US-64 (FUTURE I-87) FROM SR-1306 (SOUTH OLD FRANKLIN RD) TO SR-1603 (OLD CARRIAGE RD).,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,FSC II LLC DBA FRED SMITH COMPANY,840000.0,840000.0,NASH,07/18/2023,16840000.0,35.9597948,-77.973865
C204820,PAVEMENT REHABILITATION.,US-64 (FUTURE I-87) FROM SR-1306 (SOUTH OLD FRANKLIN RD) TO SR-1603 (OLD CARRIAGE RD).,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,S T WOOTEN CORPORATION,15000.0,15000.0,NASH,07/18/2023,14361480.0,35.9597948,-77.973865
C204820,PAVEMENT REHABILITATION.,US-64 (FUTURE I-87) FROM SR-1306 (SOUTH OLD FRANKLIN RD) TO SR-1603 (OLD CARRIAGE RD).,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,BARNHILL CONTRACTING CO,75000.0,75000.0,NASH,07/18/2023,16749218.0,35.9597948,-77.973865
C204820,PAVEMENT REHABILITATION.,US-64 (FUTURE I-87) FROM SR-1306 (SOUTH OLD FRANKLIN RD) TO SR-1603 (OLD CARRIAGE RD).,2,0000400000-N,ROADWAY ITEMS,CONSTRUCTION SURVEYING,,1.0,LS,FSC II LLC DBA FRED SMITH COMPANY,15000.0,15000.0,NASH,07/18/2023,16840000.0,35.9597948,-77.973865
C204820,PAVEMENT REHABILITATION.,US-64 (FUTURE I-87) FROM SR-1306 (SOUTH OLD FRANKLIN RD) TO SR-1603 (OLD CARRIAGE RD).,3,0022000000-E,ROADWAY ITEMS,UNCLASSIFIED EXCAVATION,,21200.0,CY,S T WOOTEN CORPORATION,0.01,212.0,NASH,07/18/2023,14361480.0,35.9597948,-77.973865
C204820,PAVEMENT REHABILITATION.,US-64 (FUTURE I-87) FROM SR-1306 (SOUTH OLD FRANKLIN RD) TO SR-1603 (OLD CARRIAGE RD).,3,0022000000-E,ROADWAY ITEMS,UNCLASSIFIED EXCAVATION,,21200.0,CY,BARNHILL CONTRACTING CO,3.95,83740.0,NASH,07/18/2023,16749218.0,35.9597948,-77.973865
C204820,PAVEMENT REHABILITATION.,US-64 (FUTURE I-87) FROM SR-1306 (SOUTH OLD FRANKLIN RD) TO SR-1603 (OLD CARRIAGE RD).,3,0022000000-E,ROADWAY ITEMS,UNCLASSIFIED EXCAVATION,,21200.0,CY,FSC II LLC DBA FRED SMITH COMPANY,0.5,10600.0,NASH,07/18/2023,16840000.0,35.9597948,-77.973865
C204820,PAVEMENT REHABILITATION.,US-64 (FUTURE I-87) FROM SR-1306 (SOUTH OLD FRANKLIN RD) TO SR-1603 (OLD CARRIAGE RD).,4,0106000000-E,ROADWAY ITEMS,BORROW EXCAVATION,,70.0,CY,S T WOOTEN CORPORATION,70.0,4900.0,NASH,07/18/2023,14361480.0,35.9597948,-77.973865
