Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,FSC II LLC DBA FRED SMITH COMPANY,440000.0,440000.0,"Wake, Durham",02/15/2022,8807873.0,35.9257812,-78.72482
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,CAROLINA SUNROCK LLC,254125.0,254125.0,"Wake, Durham",02/15/2022,9285967.0,35.9257812,-78.72482
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,BLYTHE CONSTRUCTION INC,455000.0,455000.0,"Wake, Durham",02/15/2022,9354567.0,35.9257812,-78.72482
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",1,0000100000-N ,ROADWAY ITEMS,MOBILIZATION, ,1.0,LS  ,S T WOOTEN CORPORATION,475000.0,475000.0,"Wake, Durham",02/15/2022,9651803.0,35.9257812,-78.72482
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",2,0106000000-E ,ROADWAY ITEMS,BORROW EXCAVATION, ,2477.0,CY  ,FSC II LLC DBA FRED SMITH COMPANY,32.0,79264.0,"Wake, Durham",02/15/2022,8807873.0,35.9257812,-78.72482
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",2,0106000000-E ,ROADWAY ITEMS,BORROW EXCAVATION, ,2477.0,CY  ,CAROLINA SUNROCK LLC,38.5,95364.5,"Wake, Durham",02/15/2022,9285967.0,35.9257812,-78.72482
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",2,0106000000-E ,ROADWAY ITEMS,BORROW EXCAVATION, ,2477.0,CY  ,BLYTHE CONSTRUCTION INC,35.0,86695.0,"Wake, Durham",02/15/2022,9354567.0,35.9257812,-78.72482
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",2,0106000000-E ,ROADWAY ITEMS,BORROW EXCAVATION, ,2477.0,CY  ,S T WOOTEN CORPORATION,43.0,106511.0,"Wake, Durham",02/15/2022,9651803.0,35.9257812,-78.72482
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",3,0264000000-E ,ROADWAY ITEMS,GENERIC GRADING ITEM (SMI),SHOULDER GRADING ,61.29,SMI ,FSC II LLC DBA FRED SMITH COMPANY,3000.0,183870.0,"Wake, Durham",02/15/2022,8807873.0,35.9257812,-78.72482
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",3,0264000000-E ,ROADWAY ITEMS,GENERIC GRADING ITEM (SMI),SHOULDER GRADING ,61.29,SMI ,CAROLINA SUNROCK LLC,5030.0,308288.7,"Wake, Durham",02/15/2022,9285967.0,35.9257812,-78.72482
C204697        ,"MILLING, RESURFACING, AND SHOULDER GRADING.","1 SECTION OF NC-98, 2 SECTIONS OF NC-98 BUS, AND 85 SECTIONS OF SECONDARY ROADS.",3,0264000000-E ,ROADWAY ITEMS,GENERIC GRADING ITEM (SMI),SHOULDER GRADING ,61.29,SMI ,BLYTHE CONSTRUCTION INC,3500.0,214515.0,"Wake, Durham",02/15/2022,9354567.0,35.9257812,-78.72482
