Proposal,Proposal Type,Proposal Description,Line,Item,Item Type,Item Description,Item Description Subset,Quantity,Unit,Vendor Name,Unit Price,Extension,County,Date,Total Contract Amount,Latitude,Longitude
C204958,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.", US-158 E FROM US-1 TO US-158 BUS AND 6 SECTIONS OF SECONDARY ROADS.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,CAROLINA SUNROCK LLC,95541.0,95541.0,WARREN,05/28/2024,2488771.0,36.4352131,-78.0195387
C204958,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.", US-158 E FROM US-1 TO US-158 BUS AND 6 SECTIONS OF SECONDARY ROADS.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,S T WOOTEN CORPORATION,122500.0,122500.0,WARREN,05/28/2024,2497222.0,36.4352131,-78.0195387
C204958,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.", US-158 E FROM US-1 TO US-158 BUS AND 6 SECTIONS OF SECONDARY ROADS.,1,0000100000-N,ROADWAY ITEMS,MOBILIZATION,,1.0,LS,FSC II LLC DBA FRED SMITH COMPANY,129000.0,129000.0,WARREN,05/28/2024,2590259.0,36.4352131,-78.0195387
C204958,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.", US-158 E FROM US-1 TO US-158 BUS AND 6 SECTIONS OF SECONDARY ROADS.,2,1245000000-E,ROADWAY ITEMS,SHOULDER RECONSTRUCTION,,14.66,SMI,CAROLINA SUNROCK LLC,3390.0,49697.4,WARREN,05/28/2024,2488771.0,36.4352131,-78.0195387
C204958,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.", US-158 E FROM US-1 TO US-158 BUS AND 6 SECTIONS OF SECONDARY ROADS.,2,1245000000-E,ROADWAY ITEMS,SHOULDER RECONSTRUCTION,,14.66,SMI,S T WOOTEN CORPORATION,2600.0,38116.0,WARREN,05/28/2024,2497222.0,36.4352131,-78.0195387
C204958,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.", US-158 E FROM US-1 TO US-158 BUS AND 6 SECTIONS OF SECONDARY ROADS.,2,1245000000-E,ROADWAY ITEMS,SHOULDER RECONSTRUCTION,,14.66,SMI,FSC II LLC DBA FRED SMITH COMPANY,2250.0,32985.0,WARREN,05/28/2024,2590259.0,36.4352131,-78.0195387
C204958,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.", US-158 E FROM US-1 TO US-158 BUS AND 6 SECTIONS OF SECONDARY ROADS.,3,1260000000-E,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW,,1353.0,TON,CAROLINA SUNROCK LLC,25.5,34501.5,WARREN,05/28/2024,2488771.0,36.4352131,-78.0195387
C204958,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.", US-158 E FROM US-1 TO US-158 BUS AND 6 SECTIONS OF SECONDARY ROADS.,3,1260000000-E,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW,,1353.0,TON,S T WOOTEN CORPORATION,26.75,36192.75,WARREN,05/28/2024,2497222.0,36.4352131,-78.0195387
C204958,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.", US-158 E FROM US-1 TO US-158 BUS AND 6 SECTIONS OF SECONDARY ROADS.,3,1260000000-E,ROADWAY ITEMS,AGGREGATE SHOULDER BORROW,,1353.0,TON,FSC II LLC DBA FRED SMITH COMPANY,36.0,48708.0,WARREN,05/28/2024,2590259.0,36.4352131,-78.0195387
C204958,"MILLING, RESURFACING, AND SHOULDER RECONSTRUCTION.", US-158 E FROM US-1 TO US-158 BUS AND 6 SECTIONS OF SECONDARY ROADS.,4,1308000000-E,ROADWAY ITEMS,MILLN ASPHALT PVMT ***** - *****,"(0"" TO 1"")",270.0,SY,CAROLINA SUNROCK LLC,20.5,5535.0,WARREN,05/28/2024,2488771.0,36.4352131,-78.0195387
